,Cod_UNb_PDV,Cod UNB,Cod Pdv,Nome Fantasia
1692,538_31083,538,31083,CROASONHO NORTE
1693,538_41564,538,41564,LINK BRASIL
1694,538_41705,538,41705,HABIBS PILARES
1695,538_41701,538,41701,FS RJ - ESTRADA DOS
1696,538_41799,538,41799,COCO BAMBU DELIVERY
1697,538_41829,538,41829,CAMARADA CAMARAO NOV
1698,538_41830,538,41830,FILIAL 21 - NORTE SH
1699,538_42676,538,42676,CAMARADA CAMARAO NEW
1700,538_42686,538,42686,CAMARAO CAMARADA III
1701,538_42793,538,42793,BOTECO BOA PRACA BAR
1702,538_42788,538,42788,CHOPP TIME GALICIA
1703,538_42789,538,42789,OUTBACK STEAKHOUSE 2
1704,538_43026,538,43026,OUTBACK STEAKHOUSE 6
1705,538_43158,538,43158,PJ BARBECUE JCP
1706,538_43298,538,43298,BILLY THE GRILL PARK
1707,538_43299,538,43299,VIVENDA DO CAMARAO 6
1708,538_43567,538,43567,HABIBS MEIER
1709,538_43568,538,43568,HABIBS INTENDENTE MA
1710,538_43558,538,43558,BEER TECH COM BEBIDA
1711,538_43531,538,43531,VIZINHANDO CIDADE JA
1712,538_43565,538,43565,SODEXO-GAY LUSSAC
1713,764_1112,764,1112,SAO PAULO AIRPORT MA
1714,764_3665,764,3665,AGUA DOCE CACHACARIA
1715,764_3992,764,3992,GEVAL CHOPERIA LTDA
1716,764_4154,764,4154,HOTELARIA ACCOR GUAR
1717,764_5026,764,5026,GRILETTO B.SUCESSO
1718,764_5543,764,5543,RESTAURANTE SP I
1719,764_6562,764,6562,GRILLETO PENHA
1720,764_6569,764,6569,BK - CARREFOUR PENHA
1721,764_8093,764,8093,VV.DO CAMARAO
1722,764_9427,764,9427,ADISER COMERCIO
1723,764_9644,764,9644,BURG. KING
1724,764_9671,764,9671,MONTANA GRILL 19
1725,764_10175,764,10175,BK PATIO GUARULHOS
1726,764_10206,764,10206,MONTANA GRILL- H
1727,764_10207,764,10207,VIVENDA DO CAMARAO S
1728,764_10305,764,10305,BURGER KING ADISER
1729,764_10358,764,10358,BK - FILIAL EXTRA BO
1730,764_10404,764,10404,OUTBACK STEAKHOUSE C
1731,764_10890,764,10890,CARREFOUR GUARULHOS
1732,764_10955,764,10955,PIMENTA VERDE ALIMEN
1733,764_10993,764,10993,BRESCO CAMPIN
1734,764_11050,764,11050,OUTBACK STEAKHOUSE G
1735,764_11069,764,11069,DIVINO FOGAO GUARULH
1736,764_11073,764,11073,VIVENDA DO CAMARAO G
1737,764_11091,764,11091,VIVENDA VILA LOBOS
1738,764_11300,764,11300,BK - MARGINAL TIETE
1739,764_11334,764,11334,BRESCO CAMPIN
1740,764_11343,764,11343,BK EXTRA PENHA
1741,764_12034,764,12034,DUFRY D BRASIL
1742,764_12035,764,12035,DUFRY BRASIL III
1743,764_12036,764,12036,GUARULHOS DUFRY
1744,764_12322,764,12322,GRILL
1745,764_13124,764,13124,AZUL LINHAS AEREAS S
1746,764_14088,764,14088,DUFRY GUARULHOS
1747,764_14884,764,14884,BK PAULO FACCINI
1748,764_15556,764,15556,GATE RETAIL BRASIL.
1749,764_15701,764,15701,DRIVE ARUJA
1750,764_15746,764,15746,DUFLY HN
1751,764_16015,764,16015,FILIAL POPEYES INTER
1752,764_16122,764,16122, LIVRARIA E
1753,764_16160,764,16160,ADISER COM ALIM GUA
1754,764_16183,764,16183,FILIAL DRIVE TIMOTEO
1755,764_16184,764,16184,BKB DRIVE TIMOTEO PE
1756,764_16187,764,16187,BKB DRIVE TIMOTEO PE
1757,764_16254,764,16254,BK AERO GRU
1758,764_16509,764,16509,SHOPPING BONSUCESSO
1759,764_16622,764,16622,BOBS AEROFOOD
1760,764_16647,764,16647,HUB SERV
1761,764_16803,764,16803,PLK SHOPPING BONSUCE
1762,764_17002,764,17002,COCO BAMBU GUARULHOS
1763,764_17229,764,17229,FS GRU - ESTR JUSCEL
1764,764_17601,764,17601,SAPORE - OWENS LANCH
1765,764_17748,764,17748,SSP DFA RESTAURANTES
1766,764_17800,764,17800,SHOP OUTLET GUARULHO
1767,764_18269,764,18269,BURGER KING EXTRA TI
1768,764_18486,764,18486,FS SP - AV SAO MIGUE
1769,764_18490,764,18490,FS SP - AV SAO MIGUE
1770,764_18716,764,18716,HADU ALIMENTOS
1771,764_54895,764,54895,SAO PAULO I MAUA
1772,764_63319,764,63319,VIVENDA MAUA SP
1773,764_63782,764,63782,BURGUER KING PENHA
1774,764_65306,764,65306,CERRETTI GRILL COMER
1775,764_66112,764,66112,BK FILIAL EXTRA
1776,764_98092,764,98092,JOHNNY ROCKETS SP
1777,764_98523,764,98523,BK PQ.MAIA
1778,764_98578,764,98578,BK IPP P.GUARULHOS
1779,764_99131,764,99131,DIVINO FOGAO BOMSUCE
1780,764_19013,764,19013,SMART OUTLET GRU
1781,764_62911,764,62911,VRG LINHAS
1782,764_19334,764,19334,SAIDERA BRASIL 70
1783,764_20069,764,20069,PLK SHOP CENTER PENH
1784,764_20261,764,20261,MONTANA PARQUE MAIA
1785,764_20388,764,20388,THE FIFTIES GUARULHO
1786,764_20703,764,20703,NL COMERCIO AUTONOMO
1787,764_20471,764,20471,BL SAO MIGUEL
1788,764_20919,764,20919,CARVALHO RESTAU
1789,764_20796,764,20796,SB GRAB&GO ALIMENTOS
1790,764_23000,764,23000,FC SMART OUTLET GUAR
1791,764_23912,764,23912,OLIVE GARDEN AEROPOR
1792,764_24114,764,24114,MANIA SH INTERNACION
1793,764_24094,764,24094,MANIA AEROPORTO GRU
1794,764_24835,764,24835,RTN MERCEARIA
1795,764_24477,764,24477,HOTEL IBIS OZORIO
1796,764_24925,764,24925,REX METRO CCR VILA D
1797,764_24926,764,24926,REX JOAO RIBEIRO
1798,764_24927,764,24927,REX EXTRA PENHA
1799,764_24928,764,24928,REX ASSAI SAO MIGUEL
1800,764_24931,764,24931,REX GUARULHOS DOM PE
1801,764_24933,764,24933,REX INTERN SH GUARUL
1802,764_24934,764,24934,REX SH INTERNACIONAL
1803,764_24935,764,24935,REX GUARULHOS PRACA
1804,764_24936,764,24936,REX STYLLUS ARUJA
1805,764_24990,764,24990,SAPORE - OWENS LANCH
1806,764_25099,764,25099,SAPORE - OWENS LANCH
1807,764_25015,764,25015,HABIBS VILA GALVAO
1808,764_25016,764,25016,HABIBS VILA AUGUSTA
1809,764_2728,764,2728,GRAN PARK COMESTIVEI
1810,764_25257,764,25257,BK OUTLET PREMIUM G
1811,764_25304,764,25304,REX GUARULHOS PRACA
1812,764_25305,764,25305,REX SH BONSUCESSO
1813,764_25293,764,25293,MAI II COMERCIO DE A
1814,231_13454,231,13454,FAST & FOOD
1815,764_23687,764,23687,BK BRASIL - VILA NOV
1816,764_25454,764,25454,VITALI MATIAS
1817,764_25466,764,25466,CPQ EMBARQUE LESTE
1818,764_25499,764,25499,CASA DO PAO DE QUEIJ
1819,764_25500,764,25500,CASA DO PAO DE QUEIJ
1820,764_25501,764,25501,CASA DO PAO DE QUEIJ
1821,764_25495,764,25495,CPQ EMBARQUE TERMINA
1822,764_25496,764,25496,CPQ CHECK IN TERMINA
1823,764_24744,764,24744,DOOG HOT DOG SN
1824,764_24751,764,24751,DOOG LUC 2P3 02
1825,764_25513,764,25513,REYX SERVICOS INFORM
1826,764_25607,764,25607,OUTBACK STEAKHOUSE 3
1827,764_25741,764,25741,PLAZA PREMIUM GROUP
1828,764_25832,764,25832,AUTONOMARKET MINI ME
1829,764_25857,764,25857,YAMAGU
1830,764_26302,764,26302,MERCATO EXPRESS HOLD
1831,764_26304,764,26304,FACCINI POINT
1832,764_26305,764,26305,PUNTO PAULO FACCINI
1833,764_26306,764,26306,MERCATO EXPRESS HOLD
1834,764_26308,764,26308,MERCATO EXPRESS HOLD
1835,764_26311,764,26311,PUNTO TIQUATIRA
1836,764_95047,764,95047,MERCATO EXPRESS HOLD
1837,764_26315,764,26315,GRUPO GENNIUS BRASIL
1838,764_26317,764,26317,FAZENDINHA POINT COM
1839,143_11969,143,11969,BK PATO BRANCO
1840,191_6126,191,6126,BURGER KING WF
1841,783_2794,783,2794,IBIS HOTEL FORT CE
1842,242_577,242,577,PIZZA HUT SHOPPING
1843,242_3401,242,3401,VIVENDA DO CAMARAO (
1844,242_3463,242,3463,JIN JIN - ESPLANADA
1845,242_22724,242,22724,VIRIATUS ALIMENTACAO
1846,242_23143,242,23143,ESPETINHOS MIMI - IT
1847,242_23254,242,23254,BURG KING ROAD SHOPP
1848,242_23490,242,23490,BK PLAZA SHOP ITU
1849,242_23564,242,23564,IBIS HOTEL VOTORANTI
1850,242_23887,242,23887,BK - FILIAL SOROCABA
1851,242_23953,242,23953,MONTANA GRILL - S. C
1852,242_24010,242,24010,VIVENDA DO CAMARAO G
1853,242_24030,242,24030,BK - FILIAL IGUATEMI
1854,242_24063,242,24063,BK - FILIAL PATIO CI
1855,242_24158,242,24158,OUTBACK STEAK
1856,242_24597,242,24597,UNIDADE AV. SAO PAUL
1857,242_24783,242,24783,FILIAL SHOPPING CIDA
1858,242_24784,242,24784,BR GRILL RESTAURANTE
1859,242_24785,242,24785,GRILETTO SHOPPING SO
1860,242_24805,242,24805,FILIAL BEST CENTER P
1861,242_24809,242,24809,DRIVE AFONSO VERGUEI
1862,242_24857,242,24857,EXTRA SOROCABA
1863,242_25002,242,25002,JIN JIN - SHOPPING C
1864,242_25456,242,25456,HOT  ACCORINVEST
1865,242_26187,242,26187,DRIVE BOITUVA
1866,242_26632,242,26632,FILIAL SHOP IGUA
1867,242_26891,242,26891,NOVOTEL ITU
1868,242_27227,242,27227,BK SOROCABA
1869,242_27296,242,27296,FILIAL DRIVE ITU
1870,242_27869,242,27869,BRESCO CAMPIN
1871,242_27996,242,27996,SAPORE - OWENS LANCH
1872,242_28017,242,28017,SAPORE - OWENS LANCH
1873,242_28261,242,28261,AANJ PREST
1874,242_28313,242,28313,MONTANA GRILL - PANE
1875,242_94846,242,94846,GRILETTO VOTORANTIM
1876,242_94852,242,94852,GRILETTO SP VOT
1877,242_94859,242,94859,GRILETTO VT SP
1878,242_94883,242,94883,GRILETTO SAO PAULO V
1879,242_95252,242,95252,GRILETTO VOTOR SP
1880,242_95372,242,95372,MILANETTO ITU
1881,242_24953,242,24953,SALOMAO BAR ll
1882,242_27398,242,27398,SALOMAO BAR BOITUVA
1883,242_25032,242,25032,SALOMAO BAR lll VOT
1884,242_29219,242,29219,MONTANA PATIO CIANE
1885,242_1823,242,1823,GRELHADOS RESTAURANT
1886,242_2528,242,2528,OUTBACK STEAKH SAP
1887,242_28468,242,28468,POBRE JUAN OUTLET
1888,242_111,242,111,VIVENDA DO CAMARAO S
1889,242_95320,242,95320,MILANETTO SOROCABA
1890,242_29620,242,29620,10 PASTEIS SOROCABA
1891,242_7307,242,7307,JIN JIN CATARINA
1892,242_7499,242,7499,MONTANA OUTLET CATAR
1893,242_30362,242,30362,BRUNO CARLOS LEME
1894,242_30366,242,30366,REX SOROCABA (CENTRO
1895,242_30367,242,30367,REX PATIO CIANE SH
1896,242_30368,242,30368,REX EXTRA SOROCABA
1897,242_30401,242,30401,GERO PANINI CATARINA
1898,242_24961,242,24961,HOTEL FASANO BOA VIS
1899,242_1414,242,1414,SOROCABA PARK HOTEL
1900,242_2147,242,2147,GRAND HOTEL ROYAL SO
1901,242_30420,242,30420,HABIBS WANEL VILLE
1902,242_30421,242,30421,RAGAZZO SOROCABA CAM
1903,242_30599,242,30599,HABIBS ITAVUVU HAB
1904,242_30617,242,30617,CASA PAO DE QUEIJO -
1905,242_744,242,744,BK - FILIAL CATARINA
1906,242_30692,242,30692,COCO BAMBU SOROCABA
1907,242_30790,242,30790,VM SELF MARKET
1908,242_31083,242,31083,HABIBS SHOPPING ITU
1909,242_31320,242,31320,NMR DIST DE ALIMENTO
1910,438_70086,438,70086,IBIS ACCOR HOTEIS
1911,438_74679,438,74679,VIVENDA DO CAMAR   2
1912,438_75899,438,75899,VIVENDA DO CAMARAO(A
1913,438_77100,438,77100,SHERATON VITORIA
1914,438_82285,438,82285,BURGER KING (BRASIOL
1915,438_82669,438,82669,VIVENDA DO CAMARAO B
1916,438_82680,438,82680,BG KING OPC
1917,438_83856,438,83856,HOTEL IBIS VITORIA
1918,438_84188,438,84188,DIVINO FOGAO SH PRAI
1919,438_84759,438,84759,MBM ALIMENTOS
1920,438_84870,438,84870,BURG KING VITORIA
1921,438_84941,438,84941,DIVINO FOGAO SH MOX
1922,438_84981,438,84981,OUTBAC K STEAKHOUSE
1923,438_85038,438,85038,OUTBACK VITORIA MG
1924,438_85104,438,85104,BURGER KING SH VV
1925,438_85165,438,85165,DIVINO FOGAO SHOPPIN
1926,438_85174,438,85174,BURGUER KING MONTSER
1927,438_85175,438,85175,B. KING MOX.
1928,438_85260,438,85260,HUT PIZZARIA VITORIA
1929,438_85261,438,85261,HUT PIZZARIA VVELHA
1930,438_89320,438,89320,BK CACHOEIRO
1931,438_89329,438,89329,BK NORTE SUL
1932,438_89440,438,89440,GR ARACRUZ CENTRO
1933,438_90298,438,90298,COCO BAMBU VILA VELH
1934,438_92137,438,92137,BOMBOCINE BRA COMERC
1935,438_92464,438,92464,ANSERVE ES
1936,438_92468,438,92468,VIVENDA DO CAMARAO -
1937,438_93328,438,93328,REDECINE BRA -VVL
1938,438_98319,438,98319,GRILLETO
1939,438_98408,438,98408,GRILLETO VITORIA
1940,438_99160,438,99160,BURGUER KING PRAIACO
1941,438_99161,438,99161,BURGUER KING VITORIA
1942,438_99274,438,99274,DIVINO FOGAO VV
1943,438_94259,438,94259,GO INN SERRA
1944,438_93617,438,93617,GRILETTO SHOP VITORI
1945,438_89807,438,89807,GO INN VITORIA
1946,438_84547,438,84547,COMFORT SUITES VITOR
1947,438_94626,438,94626,SAPORE S A 5500
1948,438_90267,438,90267,DOLCISSIMO LANCHONET
1949,438_95516,438,95516,FS VITORIA - AV NS D
1950,438_95510,438,95510,BUDGET RETA DA PENHA
1951,438_95500,438,95500,ATRIO HOTEIS S A
1952,438_93994,438,93994,OLEGARIO PRAIA DO CA
1953,438_96136,438,96136,JOHNNY ROCKETS VITOR
1954,438_96834,438,96834,DON CARBONE
1955,438_98068,438,98068,FS VILA VELHA - ROD
1956,438_98028,438,98028,VIVENDA DO CAMARAO -
1957,438_94624,438,94624,SLEEP INN VITORIA
1958,438_98257,438,98257,IMPETO MINIMERCADO 4
1959,438_457,438,457,IMARKET MERCADO AUTO
1960,438_462,438,462,CONEXAO DIST BEBIDAS
1961,438_96024,438,96024,IBIS P. DE CAMBURI
1962,438_569,438,569,CROASONHO VILA VELHA
1963,438_92189,438,92189,DOOG HOT DOG 856
1964,438_70160,438,70160,VILA BBQ
1965,576_28929,576,28929,FRUTOS DO MAR
1966,576_31373,576,31373,BURGER KING(JOAO AVI
1967,576_32027,576,32027,DIVINO FOGAO (PATIO
1968,576_32545,576,32545,B. KING
1969,576_32882,576,32882,BURGER KING PAULO
1970,576_34067,576,34067,OUTBACK STEAKHOUSE M
1971,576_35146,576,35146,BURGER KING FLORIANO
1972,576_35155,576,35155,GOOD FOOD MG
1973,576_35489,576,35489,UBER VIVENDA DO CAMA
1974,576_36103,576,36103,MINAS GERAIS DIVINO
1975,576_36243,576,36243,COCO BAMBU UBERLANDI
1976,576_36731,576,36731,ACCOR V
1977,576_36985,576,36985,UBERLANDIA SHOP
1978,576_37088,576,37088,FS UBERLANDIA - AV R
1979,576_37089,576,37089,CENTER SHOP UBERLAND
1980,576_37090,576,37090,CENTER SHOP UBERLAND
1981,576_38400,576,38400,BOBS - VEJ
1982,576_38439,576,38439,SHOP VILLA VISEU
1983,576_90550,576,90550,PIZZA HUT UBERLANDIA
1984,576_99118,576,99118,GRILETTO II
1985,576_99906,576,99906,MONTANA GRILL UBER M
1986,576_38674,576,38674,GRILETTO - FUJIMOTO
1987,576_39878,576,39878,SNACKIN L G
1988,576_39964,576,39964,10 PASTEIS UBERLANDI
1989,576_41029,576,41029,FS ITUIUTABA -R VINT
1990,576_34406,576,34406,JIN JIN WOK MINAS 82
1991,576_39599,576,39599,CHOPERIA 2L
1992,581_33437,581,33437,DELMAR HOTEL MB
1993,581_80925,581,80925,DIVINO FOGO PREMIO
1994,581_81276,581,81276,FILIAL SHOPPING RIOM
1995,581_81281,581,81281,DRIVE ARACAJU
1996,581_81283,581,81283,XINGO PIZZA HUT 2
1997,581_81871,581,81871,SHOPPING PREMIO
1998,581_81931,581,81931,BK SH JARDINS ARACAJ
1999,581_81986,581,81986,CHOPP TIME FEST.
2000,581_82475,581,82475,CAMARADA CAMARAO
2001,581_83431,581,83431,ARACAJU PARQUE SHOP
2002,581_90694,581,90694,BOBS 2
2003,581_96375,581,96375,PIZZA HUT SP
2004,581_90127,581,90127,GOL LINHAS - AJU-ARA
2005,581_96849,581,96849,COMFORT HOTEL ARACAJ
2006,581_44268,581,44268,QUALITY HOTEL
2007,581_79000,581,79000,RADISSON HOTEL ARACA
2008,581_90417,581,90417,IBIS ARACAJU HOTELAR
2009,581_85713,581,85713,CASA PDQ HOSP SAO LU
2010,54_8085,54,8085,BURGUER KING N HAMBU
2011,54_10404,54,10404,BK - FILIAL BOURBON
2012,54_10425,54,10425,BK - FILIAL BOURBON
2013,54_10443,54,10443,BK - FILIAL CANOAS S
2014,54_13131,54,13131,UCI CANOAS
2015,54_13241,54,13241,BK PARK SHOPPING CAN
2016,54_13773,54,13773,APPLE SUL RESTS LTDA
2017,54_14800,54,14800,BK NOVO HAMBURGO
2018,54_14951,54,14951,DIVINO FOGAO IV
2019,54_14986,54,14986,FILIAL BK DRIVE CANO
2020,54_15490,54,15490,REDECINE BRA - LEO
2021,54_19100,54,19100,OUTBACK CANOAS REST
2022,54_18996,54,18996,SODEXHO(AV OSVALDO A
2023,54_19857,54,19857,BINS
2024,54_21866,54,21866,CROASONHO BOURBON SH
2025,54_21867,54,21867,CROASONHO OUTLET I F
2026,54_21882,54,21882,CROASONHO CANOAS PAR
2027,54_25893,54,25893,HABIBS CANOAS
2028,575_1197,575,1197,VIVENDA DO CAMARAO(A
2029,575_1549,575,1549,BRAZ PIZZARIA
2030,575_1620,575,1620,HOTELARIA ACCOR BRAS
2031,575_1716,575,1716,PARME 5 EST
2032,575_1780,575,1780,PARME ESP. PIZZA
2033,575_1783,575,1783,PARME TIJUCA
2034,575_1792,575,1792,PIZZARIA PARME MONT
2035,575_2010,575,2010,PARME GLORIA
2036,575_2029,575,2029,SANTOS DUMONT INVEST
2037,575_2816,575,2816,PIZZA HUT COPACABANA
2038,575_3306,575,3306,TEREZE
2039,575_6184,575,6184,MONTANA GRILL BOTAFO
2040,575_6319,575,6319,SANTOS DUMONT INVEST
2041,575_9399,575,9399,BK BRASIL OPERACAO E
2042,575_9460,575,9460,BK BRASIL OPERACAO
2043,575_9512,575,9512,HOTEL IBIS COPACABAN
2044,575_9667,575,9667,BK BRASIL OPERACAO E
2045,575_9708,575,9708,BK BR OP1
2046,575_9730,575,9730,BK BR OP
2047,575_10123,575,10123,HHR JW RIO DE JANEIR
2048,575_10333,575,10333,BK - FILIAL BOTAFOGO
2049,575_10422,575,10422,NIAD RESTAURANTES LT
2050,575_10425,575,10425,NIAD RESTAURANTES LT
2051,575_10427,575,10427,NIAD RESTAURANTES LT
2052,575_10650,575,10650,UP ASSET BOTAFOGO HO
2053,575_11043,575,11043,BK - FILIAL MARIZ E
2054,575_11094,575,11094,OUTBACK  GENERAL SEV
2055,575_11095,575,11095,OUTBACK AFRANIO DE M
2056,575_11096,575,11096,OUTBACK AVN MARACANA
2057,575_11097,575,11097,OUTBACK LAURO MULLER
2058,575_11314,575,11314,PIMENTA VERDE ALIMEN
2059,575_11590,575,11590,VIVENDA DO CAMARAO R
2060,575_11607,575,11607,BK SHOPPING BOSSA NO
2061,575_11617,575,11617,BOM PREPARO RESTAURA
2062,575_11683,575,11683,BK TIJUCA
2063,575_11705,575,11705,OUTBACK RJ STEAK HOU
2064,575_11712,575,11712,FILIAL EXTRA MARACAN
2065,575_11835,575,11835,DUFRY DO BRASIL SAO
2066,575_12889,575,12889,BK GUANABARA RJ
2067,575_13120,575,13120,ABBRACCIO RIO SUL
2068,575_13121,575,13121,ABBRACCIO LEBLON
2069,575_13199,575,13199,OUTBACK BRASIL
2070,575_13473,575,13473,BK XV NOVEMBRO.
2071,575_13921,575,13921,BILLY THE GRILL II
2072,575_13922,575,13922,BTG SHOPPING TIJUCA
2073,575_13925,575,13925,BTG BOULEVARD RIO
2074,575_14402,575,14402,DIVINO FOGAO F
2075,575_14423,575,14423,VIVENDA DO CAMARAO B
2076,575_14679,575,14679,BOTECO BOA PRACA
2077,575_15102,575,15102,1630- BILL THE GRILL
2078,575_15899,575,15899,FILIAL BK IL LEBLON
2079,575_56994,575,56994,MONTANA GRILL - TIJU
2080,575_61209,575,61209,IATE
2081,575_61568,575,61568,EXCEDE
2082,575_62538,575,62538,CESAR PARK IPANEMA
2083,575_62600,575,62600,HOTEL SOFTEL RIO PA
2084,575_67273,575,67273,PIZZARIA PARME LTDA
2085,575_94344,575,94344,CINT-INFORMAL COPA
2086,575_97943,575,97943,THE GOODS.
2087,575_98275,575,98275,HOTELARIA ACCROR BRA
2088,575_98456,575,98456,FILIAL MENEZES CORTE
2089,575_98466,575,98466,FILIAL BOULEVARD RIO
2090,575_98831,575,98831,IBIS BUDGET
2091,575_98848,575,98848,IBIS BUDGET BOTAFOGO
2092,575_98885,575,98885,BK BRASIL RJ SC
2093,575_98964,575,98964,SABOR DO MAR
2094,575_98974,575,98974,BK BRASIL OPERACAO
2095,575_99174,575,99174,VIZ ESPETERIA DE BAI
2096,575_99407,575,99407,PERFORMANCE CARIOCA
2097,575_99511,575,99511,AVENIDA RIO
2098,575_99521,575,99521,GJP ADMINISTRADORA
2099,575_99522,575,99522,E B DE CASTRO JUNIOR
2100,575_99999,575,99999,CAFE BOSSA NOVA
2101,575_98910,575,98910,VIKINGS STEAK SANDWI
2102,575_98909,575,98909,VIKINGS STEAK SEAFOO
2103,575_14828,575,14828,DUFRY DO BRASIL DUTY
2104,575_16826,575,16826,COCO BAMBU RIO BOTAF
2105,575_14909,575,14909,SAIDERA BRASIL COMER
2106,575_15033,575,15033,COPACABANA HOTEL RES
2107,575_17218,575,17218,ESPRESSO DARTE COMER
2108,575_16848,575,16848,PIZZA HUT - BANDEIRA
2109,575_11967,575,11967,ALO MADRUGA IPANEMA
2110,575_16686,575,16686,ALO MADRUGA BOTAFOGO
2111,575_17933,575,17933,ILR RJ - R 7 DE SETE
2112,575_10176,575,10176,THE FIFTIES RIO SUL
2113,575_16841,575,16841,VIZINHANDO BOTAFOGA
2114,575_18877,575,18877,VIZINHANDO VILA ISAB
2115,575_18749,575,18749,ALO MADRUGA TIJUCA
2116,575_14285,575,14285,FRUGALE LTD
2117,575_19642,575,19642,DIVINO FOGAO - FAZ B
2118,575_14259,575,14259,RODA CONVENIENCIA
2119,575_1849,575,1849,JP SMART VENDING
2120,575_19451,575,19451,SUSH 1 BOTAFOGO RJ
2121,575_20059,575,20059,FELICIDADE COMESTIVE
2122,575_19880,575,19880,MANIA SH RIO SUL
2123,575_19881,575,19881,MANIA SH BOTAFOGO
2124,575_20399,575,20399,OUTBACK BOTAFOGO
2125,575_20390,575,20390,REX SAO JOAO DO MERI
2126,575_20393,575,20393,REX ALFANDEGA
2127,575_20394,575,20394,REX ESTACO URUGUAIAN
2128,575_20395,575,20395,REX COPACABANA II
2129,575_20396,575,20396,REX ESTACAO CANTAGAL
2130,575_20397,575,20397,REX GUANABARA - TIJU
2131,575_20398,575,20398,REX EXTRA VILA ISABE
2132,575_20400,575,20400,REX BOTAFOGO
2133,575_1913,575,1913,FASANO
2134,575_99371,575,99371,GERO LEBLON RIO DE J
2135,575_14270,575,14270,MAREA RIO DE JANEIRO
2136,575_95699,575,95699,RESTAURANTE GERO RIO
2137,575_20469,575,20469,KITCHEN BRASIL
2138,575_19873,575,19873,10 PASTEIS - TIJUCA-
2139,575_20468,575,20468,BILLY THE GRILL COPA
2140,575_20598,575,20598,HABIBS CAMPOS SALES
2141,575_2731,575,2731,QUIOSQUE COPACABANA
2142,575_20593,575,20593,VIZINHANDO IPANEMA
2143,575_20594,575,20594,CKB IPANEMA LT
2144,575_20602,575,20602,MANIA SH TIJUCA
2145,575_19728,575,19728,CAMARAO CAMARADA RIO
2146,575_20656,575,20656,BOTECO BOA PRACA IPA
2147,575_20691,575,20691,SUA PIZZA BOULEVARD
2148,575_20683,575,20683,REX EXTRA LARGO DO M
2149,575_20685,575,20685,REX CENTRAL DO BRASI
2150,575_20728,575,20728,VEZPA PIZZARIA
2151,575_20726,575,20726,CROASONHO CENTRO
2152,575_20731,575,20731,SAARA 2
2153,575_20736,575,20736,SALOME BAR TIJUCA
2154,575_20699,575,20699,WIZMART
2155,575_20568,575,20568,PIZZA HUT..
2156,575_20401,575,20401,REX ESTACAO SAO CONR
2157,575_1224,575,1224,FILIPINA DELI COM
2158,575_62786,575,62786,REDE BELMONTE LEBLON
2159,575_73622,575,73622,FIDALGUIA RESTAURANT
2160,575_64260,575,64260,CAFE E BAR BELMONTE
2161,575_3865,575,3865,REDE BELMONTE LAPA
2162,575_62741,575,62741,RIO NAPOLIS
2163,575_62390,575,62390,O PHILIPE BAR
2164,575_3083,575,3083,BOTECO BELMONTE
2165,575_2481,575,2481,BAR E RESTAURANTE CA
2166,575_3038,575,3038,BOTECO DA GARRAFA
2167,575_12578,575,12578,BEL BAR
2168,575_10716,575,10716,CAIS DO ORIENTE - BA
2169,575_99658,575,99658,BAR DA GENGIBRE
2170,575_10026,575,10026,EL BORN
2171,575_98666,575,98666,BAR BACANA LEBLON
2172,575_1402,575,1402,BOTECO BELMONTE 88
2173,575_62109,575,62109,MAGU
2174,575_66530,575,66530,BAR E REST NOVA CAPE
2175,575_62489,575,62489,BAR COLINDA
2176,575_61905,575,61905,LANCH NOVO LEBLON
2177,575_20093,575,20093,DOOG HOT DOG - INFRA
2178,575_20985,575,20985,VIENA - SH RJ V EXP
2179,575_99112,575,99112,TULIP INN
2180,575_21348,575,21348,NOVA CAPELA
2181,575_71395,575,71395,LA FIORENTINA
2182,575_99832,575,99832,BAR E LANCHONETE RET
2183,575_21601,575,21601,BILLY THE GRILL LARG
2184,575_21552,575,21552,REX ACRE MERCATO
2185,575_97155,575,97155,MERCATO EXPRESS HOLD
2186,575_21555,575,21555,REX SHOPPING BAY MAR
2187,575_21557,575,21557,REX QUIOSQUE - CENTR
2188,575_21559,575,21559,REX CONTAINER CENTRA
2189,575_21671,575,21671,IC3 COMERCIO E VAREJ
2190,36_8934,36,8934,BANGU BEEF GRILL COM
2191,36_19124,36,19124,PIZZARIA PARME
2192,36_72800,36,72800,PARME(EST DO MENDANH
2193,36_77096,36,77096,BK WEST SHOPPING
2194,36_77984,36,77984,BK SHOPPING ITAGUAI
2195,36_78368,36,78368,BK PARK SHOPPING
2196,36_78620,36,78620,UNITED CINEMAS INTER
2197,36_80832,36,80832,VIVENDA SULACAP
2198,36_80854,36,80854,SHOPPING SULACAP
2199,36_81184,36,81184,FILIAL SANTA CRUZ
2200,36_85026,36,85026,GRILETTO PARK SHOP
2201,36_85061,36,85061,OUTBACK BANGU
2202,36_85723,36,85723,SAPORE - TERNIUM CSA
2203,36_86326,36,86326,BTG SANTA CRUZ SHOPP
2204,36_86330,36,86330,BTG CAMPO GRANDE
2205,36_86332,36,86332,BTG WEST SHOPPING
2206,36_87386,36,87386,BTG SULACAP
2207,36_88147,36,88147,BOMBOCINE RIO - BANG
2208,36_88153,36,88153,BOMBOCINE RIO - SULA
2209,36_89851,36,89851,REDECINE RIO - SULAC
2210,36_89957,36,89957,BKB FS RJ - R FRANCI
2211,36_90268,36,90268,FS RJ - ESTRADA DO M
